,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
2787,12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13435,"[{""id"": 4410, ""name"": ""u.s. navy""}, {""id"": 5565, ""name"": ""biography""}]",en,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",13.349012,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mundy Lane Entertainment"", ""id"": 2510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-19,23367586,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Antwone Fisher,6.7,137
2789,12500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",319,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 163656, ""name"": ""gun violence""}]",en,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",35.268557,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-09-09,12281551,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,True Romance,7.5,749
2791,12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",9504,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1998, ""name"": ""shop""}, {""id"": 2918, ""name"": ""estate agent""}, {""id"": 6129, ""name"": ""company""}, {""id"": 11836, ""name"": ""contest""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 201885, ""name"": ""pressure""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",13.939054,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""GGR"", ""id"": 67780}, {""name"": ""Zupnik Cinema Group II"", ""id"": 67781}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-09-15,10725228,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Glengarry Glen Ross,7.5,323
2794,12500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",26688,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 3687, ""name"": ""graduation""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 41667, ""name"": ""horror movie remade""}, {""id"": 194236, ""name"": ""sorority house""}, {""id"": 225938, ""name"": ""axe""}]",en,Sorority Row,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",8.780512,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Karz Entertainment"", ""id"": 4194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-09,27206120,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sorority Row,5.4,177
2796,12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",6615,"[{""id"": 2101, ""name"": ""garage""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6203, ""name"": ""loss""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 33630, ""name"": ""doll""}]",en,Lars and the Real Girl,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",15.817096,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Lars Productions"", ""id"": 19731}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-12,11293663,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Lars and the Real Girl,7.1,509
2797,12500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",14574,"[{""id"": 1628, ""name"": ""nationalism""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2451, ""name"": ""gas chamber""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3207, ""name"": ""concentration camp prisoner""}]",en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",34.821222999999996,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Heyday Films"", ""id"": 7364}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-05-07,20416563,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Boy in the Striped Pyjamas,7.7,1451
2798,12800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10402, ""name"": ""Music""}]",16,"[{""id"": 30, ""name"": ""individual""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 279, ""name"": ""usa""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 730, ""name"": ""factory worker""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 2480, ""name"": ""eye operation""}, {""id"": 2481, ""name"": ""eyesight""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2487, ""name"": ""naivety""}, {""id"": 2488, ""name"": ""self-abandonment""}, {""id"": 2489, ""name"": ""hereditary disease""}, {""id"": 2490, ""name"": ""loss of eyesight""}, {""id"": 2624, ""name"": ""czech""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4580, ""name"": ""van""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 15090, ""name"": ""police officer""}]",en,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",22.022228,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""SVT Drama"", ""id"": 157}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Angel films"", ""id"": 2996}, {""name"": ""TV 1000"", ""id"": 4524}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Blind Spot Pictures Oy"", ""id"": 7330}, {""name"": ""Vrijzinnig Protestantse Radio Omroep (VPRO)"", ""id"": 8659}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Liberator Productions"", ""id"": 11239}, {""name"": ""Icelandic Film"", ""id"": 14937}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Pain Unlimited GmbH Filmproduktion"", ""id"": 30268}, {""name"": ""Trust Film Svenska"", ""id"": 53667}, {""name"": ""Cinematograph A/S"", ""id"": 53668}, {""name"": ""What Else? B.V"", ""id"": 53669}, {""name"": ""Filmek A/S"", ""id"": 53670}, {""name"": ""Lantia Cinema & Audiovisivi"", ""id"": 53671}]","[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}, {""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-17,40031879,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dancer in the Dark,7.6,377
2800,12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",21612,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 3303, ""name"": ""bedroom""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 6346, ""name"": ""trade union""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14831, ""name"": ""stabbing""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 214548, ""name"": ""1930s""}]",en,The Funeral,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",2.950618,"[{""name"": ""C&P Productions"", ""id"": 3989}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-26,1227324,99.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Funeral,7.3,31
2801,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36691,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 2298, ""name"": ""bankrupt""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 12279, ""name"": ""family drama""}]",en,Solitary Man,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,7.497306,"[{""name"": ""Smartest Man Productions"", ""id"": 10226}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Paul Schiff Productions"", ""id"": 23596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-07,5024782,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Solitary Man,5.8,84
2802,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",23631,"[{""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 3014, ""name"": ""immigration law""}, {""id"": 3544, ""name"": ""machete""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6712, ""name"": ""death of a child""}, {""id"": 12404, ""name"": ""hard to kill""}, {""id"": 12639, ""name"": ""brutal death""}]",en,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",26.396190999999998,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Overnight Films"", ""id"": 10808}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-01,31327899,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Machete,6.3,1150
2803,12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",45324,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Casino Jack,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",6.546037,"[{""name"": ""An Olive Branch Productions"", ""id"": 8689}, {""name"": ""Rollercoaster Entertainment"", ""id"": 8690}, {""name"": ""Vortex Words Pictures"", ""id"": 8691}, {""name"": ""Hannibal Pictures"", ""id"": 8692}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Bagman (2009)"", ""id"": 36028}, {""name"": ""MCG"", ""id"": 36029}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-09-16,1083683,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Casino Jack,6.0,94
2804,12300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",12144,"[{""id"": 746, ""name"": ""vulkan""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 6854, ""name"": ""primitive time""}, {""id"": 12616, ""name"": ""dinosaur""}]",en,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",28.670192999999998,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Sullivan Bluth Studios"", ""id"": 6422}, {""name"": ""U-Drive Productions"", ""id"": 20448}, {""name"": ""Universal City Studios"", ""id"": 69627}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-11-18,84460846,69.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Land Before Time,7.0,640
2806,12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",56601,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10235, ""name"": ""family relationships""}]",en,The Perfect Game,"Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series.",0.9035290000000001,"[{""name"": ""HighRoad Entertainment"", ""id"": 19901}, {""name"": ""Prelude Pictures"", ""id"": 19902}, {""name"": ""Lone Runner Entertainment"", ""id"": 19903}, {""name"": ""Kenio Films"", ""id"": 19904}, {""name"": ""Perfect Game, The"", ""id"": 19905}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-01,3878993,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Perfect Game,6.3,30
2807,8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9552,"[{""id"": 2626, ""name"": ""exorcism""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9754, ""name"": ""profanity""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 18402, ""name"": ""strong language""}, {""id"": 179564, ""name"": ""disturbed child""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 198435, ""name"": ""sfx""}]",en,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",47.584643,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-12-26,441306145,122.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Exorcist,7.5,2005
2808,7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",578,"[{""id"": 1495, ""name"": ""fishing""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 2069, ""name"": ""bathing""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2993, ""name"": ""police chief""}, {""id"": 2996, ""name"": ""ferry boat""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 11280, ""name"": ""dolly zoom""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}, {""id"": 223059, ""name"": ""animal horror""}]",en,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",50.152327,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zanuck/Brown Productions"", ""id"": 1865}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1975-06-18,470654000,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jaws,7.5,2542
2809,11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2105,"[{""id"": 3687, ""name"": ""graduation""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 44447, ""name"": ""pie""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 156777, ""name"": ""teenage sexuality""}, {""id"": 160140, ""name"": ""exchange student""}, {""id"": 167310, ""name"": ""sitting on a toilet""}, {""id"": 178649, ""name"": ""voyeurism""}, {""id"": 208445, ""name"": ""virginity""}, {""id"": 215404, ""name"": ""laxative""}, {""id"": 226226, ""name"": ""prom night""}]",en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",60.767168000000005,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-09,235483004,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American Pie,6.4,2296
2810,12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",126319,"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10360, ""name"": ""prejudice""}, {""id"": 10468, ""name"": ""bear""}]",fr,Ernest et Célestine,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",11.103202,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",2012-12-12,8109160,78.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Ernest & Celestine,7.6,142
2811,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",10136,"[{""id"": 345, ""name"": ""monk""}, {""id"": 2438, ""name"": ""social worker""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 4558, ""name"": ""tibet""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 161279, ""name"": ""mysticism""}, {""id"": 217083, ""name"": ""reluctant hero""}]",en,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",15.262129999999999,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-12-12,79817939,94.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The Golden Child,5.6,304
2812,12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",67660,"[{""id"": 5999, ""name"": ""advice""}, {""id"": 9673, ""name"": ""love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 182293, ""name"": ""turning the tables""}, {""id"": 182295, ""name"": ""reading a book""}, {""id"": 199688, ""name"": ""african american comedy""}]",en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",6.035152,"[{""name"": ""Rainforest Films"", ""id"": 1309}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-16,96070507,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Think Like a Man,6.9,281
2813,12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10611,"[{""id"": 928, ""name"": ""hairdresser""}, {""id"": 1998, ""name"": ""shop""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 160488, ""name"": ""hoodlum""}]",en,Barbershop,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",10.297189,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-01,75781642,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Barbershop,6.2,137
2814,12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",154,"[{""id"": 504, ""name"": ""uss enterprise""}, {""id"": 747, ""name"": ""genesis""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1613, ""name"": ""terraforming""}, {""id"": 1615, ""name"": ""simulator""}, {""id"": 1617, ""name"": ""cadet""}, {""id"": 1618, ""name"": ""radiation""}, {""id"": 5218, ""name"": ""uss reliant""}, {""id"": 5219, ""name"": ""ceti alpha v""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek II: The Wrath of Khan,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,22.434102,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-06-03,96800000,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Star Trek II: The Wrath of Khan,7.3,675
